Person Number,Grade,Location,Directorate,Cost Centre,Department,System Person Type,Employee Type,Assignment Category,Full-Time Equivalent,Payroll Status,Action Name,Action Reason,Termination Date,Enterprise Hire Date
1381,APP,Plymouth,DDat,1815,Office of DDaT,Employee,Fixed Term Appt,Apprentice,1,Payroll,Resignation,Resignation,02/08/2020,10/09/2019
1382,HEO,Durham,Operations,1470,Registration Services,Employee,Fixed Term Appt,,0.432,Payroll,Resignation,Resignation,28/02/2020,03/09/2019
1383,Grade 6,Gloucester,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,05/12/2021,16/09/2019
1384,HEO,Plymouth,DDat,1870,DDAT Quality & Test,Employee,Permanent,,1,Payroll,Resignation,Resignation,06/08/2021,02/01/2020
1385,EO,Plymouth,DDat,1870,DDAT Quality & Test,Employee,Permanent,,0.919,Payroll,Resignation,Resignation,28/04/2021,07/10/2019
1386,AO,Croydon,CE & CLR,1241,Internal Communications,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,20/08/2021,30/09/2019
1387,HEO,Fylde,Operations,1470,Registration Services,Employee,Fixed Term Appt,,0.378,Payroll,Resignation,Resignation,30/11/2019,23/09/2019
1388,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,,0.608,Payroll,Resignation,Resignation,15/04/2021,01/10/2019
1389,EO,Croydon,Operations,1470,Registration Services,Employee,Fixed Term Appt,,0.444,Payroll,Resignation,,24/09/2021,01/10/2019
1390,EO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,Resignation,08/11/2019,07/10/2019
1391,EO,Plymouth,DDat,1825,IT Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/12/2019,21/10/2019
1392,HEO,Croydon,CE & CLR,1241,Internal Communications,Employee,Permanent,,1,Payroll,Resignation,Resignation,22/11/2020,28/10/2019
1393,SEO,Plymouth,DDat,1855,DDAT Delivery,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/09/2021,01/11/2019
1394,EO,Gloucester,Data & Register Integrity Group,1562,Lawyer Support,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,08/01/2023,04/11/2019
1395,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,20/01/2023,04/11/2019
1396,HEO,Leicester,Customer & Strategy Group,7510,Customer Division,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/09/2021,11/11/2019
1397,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/01/2021,11/11/2019
1398,Grade 7 Lawyers,Birkenhead,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Fixed Term Appt,,0.432,Payroll,Termination,End Of Appointment,03/05/2020,04/11/2019
1399,EO,Plymouth,DDat,1825,DDAT Operations,Employee,Permanent,Full-time regular,1,Payroll,Resignation,,03/06/2022,16/12/2019
1400,SCS1,Gloucester,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,Senior Civil Servant,1,Payroll,Resignation,,06/11/2020,18/11/2019
1401,EO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,Resignation,17/12/2019,02/12/2019
1402,APP,Nottingham,Human Resources,1239,Organisation and Employee Development,Employee,Fixed Term Appt,Apprentice,1,Payroll,Resignation,Resignation,27/02/2022,25/11/2019
1403,SEO,Plymouth,FBS,1370,Commercial,Employee,Permanent,,1,Payroll,Resignation,Resignation,21/03/2022,25/11/2019
1404,Grade 6,Plymouth,Customer & Strategy Group,7526,Enterprise Design Hub,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,07/10/2022,12/12/2019
1405,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,12/06/2020,13/01/2020
1406,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Discharge IneffectiveProb/Trial,31/12/2020,13/01/2020
1407,EO,Coventry,Operations,1470,Registration Services,Employee,Permanent,,0.595,Payroll,Resignation,Resignation,18/06/2020,07/01/2020
1408,Grade 6,Croydon,FBS,1109,Financial Planning,Employee,Fixed Term Appt,,1,Payroll,Resignation,,16/08/2020,06/01/2020
1409,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/10/2020,03/02/2020
1410,AO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Discharge IneffectiveProb/Trial,25/11/2020,03/02/2020
1411,EO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,06/03/2020,13/01/2020
1412,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,02/10/2022,03/02/2020
1413,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,15/03/2022,03/02/2020
1414,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,03/11/2022,03/02/2020
1415,SEO,Croydon,Customer & Strategy Group,7510,Customer Division,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/03/2022,03/02/2020
1416,Grade 7 Lawyers,Gloucester,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/10/2020,17/02/2020
1417,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,30/09/2022,24/02/2020
1418,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/08/2021,24/02/2020
1419,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,21/02/2021,24/02/2020
1420,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/08/2021,24/02/2020
1421,SEO,Plymouth,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,15/10/2022,17/02/2020
1422,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,18/02/2023,24/02/2020
1423,HEO,Durham,Human Resources,1239,Organisation and Employee Development,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,28/10/2022,24/02/2020
1424,HEO,Durham,Human Resources,1239,Organisation and Employee Development,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,31/12/2022,24/02/2020
1425,AO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,End Of Appointment,06/04/2020,06/04/2020
1426,AO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.649,Payroll,Termination,Dismiss Discipry Grds Wth Comp,19/10/2022,06/04/2020
1427,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,20/08/2021,06/04/2020
1428,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,26/11/2021,06/04/2020
1429,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/01/2022,06/04/2020
1430,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,31/07/2022,06/04/2020
1431,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,Partial retirement PartTime,0.444,Payroll,Resignation,Resignation,01/09/2022,06/04/2020
1432,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Involuntary Termination,Dismissal,30/04/2021,04/05/2020
1433,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,15/05/2020,27/04/2020
1434,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Death,Death in Service,04/11/2021,27/04/2020
1435,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,03/01/2021,27/04/2020
1436,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/09/2020,27/04/2020
1437,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,16/09/2020,06/04/2020
1438,SEO,Plymouth,FBS,1370,Commercial,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/06/2021,06/04/2020
1439,AO,Fylde,Operations,1445,Central Operations,Employee,Permanent,On-Prog Perm FT,1,Payroll,Resignation,Resignation,07/10/2022,27/04/2020
1440,HEO,Fylde,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,08/08/2021,27/04/2020
1441,EO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,28/02/2023,27/04/2020
1442,Grade 7 Lawyers,Telford,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/01/2022,27/04/2020
1443,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Involuntary Termination,Dismissal,22/04/2021,27/04/2020
1444,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,09/12/2021,27/04/2020
1445,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/10/2020,27/04/2020
1446,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/09/2020,27/04/2020
1447,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,07/01/2021,27/04/2020
1448,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,23/10/2020,27/04/2020
1449,Grade 6,Croydon,FBS,1360,Financial Reporting and Accounting,Employee,Permanent,Part-time regular,0.722,Payroll,Resignation,Resignation,02/01/2023,22/04/2020
1450,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,17/01/2021,27/04/2020
1451,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/01/2021,27/04/2020
1452,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.865,Payroll,Resignation,Resignation,28/07/2022,27/04/2020
1453,EO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/05/2021,27/04/2020
1454,EO,Croydon,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,29/04/2022,27/04/2020
1455,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/06/2021,01/06/2020
1456,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,,03/02/2021,18/05/2020
1457,EO,Plymouth,Customer & Strategy Group,1840,DDAT Data Management & Analysis,Employee,Permanent,Part-time regular,0.676,Payroll,Resignation,,27/04/2022,01/06/2020
1458,AO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,15/03/2021,27/04/2020
1459,EO,Nottingham,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,05/10/2021,11/05/2020
1460,Grade 7,Nottingham,Human Resources,1239,Organisation and Employee Development,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,01/05/2022,15/06/2020
1461,SEO,Gloucester,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,,28/08/2021,01/06/2020
1462,SEO,Gloucester,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,,30/10/2020,02/06/2020
1463,HEO,Plymouth,DDat,1825,DDAT Operations,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,23/09/2022,08/06/2020
1464,EO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/12/2020,01/06/2020
1465,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,24/02/2023,18/05/2020
1466,EO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Termination,Dismiss Ineff Perf (No Comp),22/10/2020,01/06/2020
1467,EO,Plymouth,DDat,1865,DDAT Software Development,Employee,Fixed Term Appt,,0.541,Payroll,Termination,,20/08/2021,01/06/2020
1468,EO,Plymouth,DDat,1827,Supplier Service & Performance,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,08/04/2021,06/07/2020
1469,EO,Plymouth,DDat,1827,Supplier Service & Performance,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,30/10/2020,13/07/2020
1470,SEO,Coventry,Transformation,7525,Business Change,Employee,Permanent,,1,Payroll,Resignation,Resignation,09/01/2022,13/07/2020
1471,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/08/2021,13/07/2020
1472,AO,Plymouth,DDat,1827,DDAT Service Management,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/05/2021,20/07/2020
1473,Grade 7,Plymouth,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/11/2021,27/07/2020
1474,EO,Plymouth,DDat,1827,DDAT Service Management,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,17/11/2022,20/07/2020
1475,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Termination,Dismiss Discipry Grds No Comp,20/12/2022,17/08/2020
1476,SEO,Coventry,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/08/2021,17/08/2020
1477,SEO,Nottingham,Transformation,1940,Local Land Charges,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/11/2022,07/09/2020
1478,APP,Plymouth,Customer & Strategy Group,1820,DDAT Digital Design,Employee,Fixed Term Appt,Apprentice Temp FT,1,Payroll,Resignation,Resignation,31/01/2023,07/09/2020
1479,APP,Plymouth,DDat,1805,DDAT Business Analysis,Employee,Fixed Term Appt,Apprentice,1,Payroll,Resignation,Resignation,11/06/2021,07/09/2020
1480,AO,Plymouth,DDat,1815,Office of DDaT,Employee,Fixed Term Appt,,1,Payroll,Terminate Placement,,31/08/2021,01/09/2020
1481,AO,Plymouth,DDat,1815,Office of DDaT,Employee,Fixed Term Appt,,1,Payroll,Termination,End Of Appointment,31/08/2021,01/09/2020
1482,HEO,Durham,Transformation,1940,Local Land Charges,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/02/2022,07/09/2020
1483,APP,Plymouth,DDat,1865,DDAT Software Development,Employee,Fixed Term Appt,Apprentice Temp FT,1,Payroll,Resignation,Resignation,07/10/2022,07/09/2020
1484,SEO+,Swansea,Human Resources,1239,Organisation and Employee Development,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/02/2021,28/09/2020
1485,AO,Swansea,Operations,1430,Customer Support Centre,Employee,Permanent,,1,Payroll,Resignation,Resignation,21/11/2021,12/10/2020
1486,AO,Durham,Operations,1430,Customer Support Centre,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,12/08/2022,12/10/2020
1487,Grade 7,Croydon,CE & CLR,1241,External Communications,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,19/06/2022,06/10/2020
1488,AO,Swansea,Operations,1430,Customer Support Centre,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/06/2021,12/10/2020
1489,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,05/03/2023,05/10/2020
1490,Grade 7,Swansea,Transformation,1570,Programme and Project Management,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,31/05/2022,01/10/2020
1491,HEO,Fylde,DDat,1827,DDAT Service Management,Employee,Fixed Term Appt,Loan In FullTime,1,Payroll,Resignation,Resignation,30/07/2021,05/10/2020
1492,HEO,Peterborough,DDat,1835,DDAT User Research,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/10/2021,12/10/2020
1493,SEO,Swansea,Operations,1472,Registration Services Central Team,Employee,Permanent,,1,Payroll,Terminate Placement,,30/09/2021,01/10/2020
1494,Grade 7,Gloucester,Transformation,1570,Programme and Project Management,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,27/07/2022,05/10/2020
1495,HEO,Birkenhead,DDat,1835,DDAT User Research,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/11/2021,25/11/2020
1496,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/01/2022,14/10/2020
1497,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/06/2021,02/11/2020
1498,HEO,Swansea,Transformation,1570,Programme and Project Management,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,09/10/2022,02/11/2020
1499,AO,Telford,Transformation,1940,Local Land Charges,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/03/2022,02/11/2020
1500,HEO,Fylde,FBS,1109,Performance Reporting,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/07/2021,02/11/2020
1501,Grade 7 Lawyers,Fylde,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/06/2021,01/12/2020
1502,SEO,Hull,Transformation,1940,Local Land Charges,Employee,Permanent,,1,Payroll,Resignation,Resignation,02/05/2021,02/11/2020
1503,Grade 7,Weymouth,Customer & Strategy Group,1820,DDAT Digital Design,Employee,Permanent,Part-time regular,0.865,Payroll,Resignation,Resignation,11/11/2022,07/12/2020
1504,HEO,Croydon,DDat,1870,DDAT Quality & Test,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/02/2022,16/11/2020
1505,SEO,Plymouth,Transformation,1940,Local Land Charges,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/12/2021,11/01/2021
1506,Grade 7 Lawyers,Coventry,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,1,Payroll,Resignation,,02/07/2021,04/01/2021
1507,HEO,Croydon,DDat,1835,DDAT User Research,Employee,Permanent,,1,Payroll,Resignation,,02/03/2022,30/11/2020
1508,SEO,Plymouth,DDat,1855,DDAT Delivery,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/12/2021,30/11/2020
1509,HEO,Croydon,DDat,1835,DDAT User Research,Employee,Permanent,,1,Payroll,Resignation,Resignation,20/02/2022,30/11/2020
1510,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/11/2022,25/01/2021
1511,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,24/07/2022,25/01/2021
